DATE & TIME,CHOKE,WELL Name,Test,Well Head Pressure  psig,Well Head Temp deg C,Sep. Static Pressure psig,Sep. Gas Temp deg C,Gas Spec. Gravity air=1,Gas Rate Sm3/d,Gas Cumm. Sm3,GOR (Gas/Oil Ratio) m3/m3,Oil Density  g/cm3,Oil Temp deg C, Raw Oil Flow  m3/d,Oil Flow Sm3/d,Water Flow Rate m3/d,WaterDensity Kg/m3,Flow Water Cut  %,,,,,,
08-Jun-20 5:00,16,LCA-3085,PAD-G2,5441.6,38.14,1376.70,32.02,-,93659.46,463202.23,1134.17,0.544,,131.70,82.58,79.93,,49.185,,,,,,
08-Jun-20 6:00,16,LCA-3085,PAD-G2,5442.9,38.65,1377.88,32.42,-,93506.95,467098.36,1184.53,0.543,,125.68,78.94,77.96,,49.688,,,,,,
08-Jun-20 7:00,16,LCA-3085,PAD-G2,5441.8,38.50,1378.58,33.39,-,93923.27,471011.83,1180.98,0.543,,126.12,79.53,76.20,,48.931,,,,,,
08-Jun-20 8:00,16,LCA-3085,PAD-G2,5438.7,33.56,1378.84,32.62,-,93886.01,474923.74,1161.81,0.543,,128.56,80.81,77.03,,48.803,,,,,,
08-Jun-20 9:00,16,LCA-3085,PAD-G2,5438.4,31.53,1379.38,31.26,-,94119.10,478845.37,1148.91,0.542,,131.06,81.92,76.45,,48.273,,,,,,
08-Jun-20 10:00,16,LCA-3085,PAD-G2,5440.8,35.93,1379.82,29.48,-,94389.60,482778.27,1143.84,0.542,,133.00,82.52,78.76,,48.834,,,,,,
08-Jun-20 11:00,16,LCA-3085,PAD-G2,5444.8,36.75,1380.26,29.21,-,94819.41,486729.08,1155.77,0.542,,132.37,82.04,74.92,,47.732,,,,,,
08-Jun-20 12:00,16,LCA-3085,PAD-G2,5444.5,35.62,1378.75,30.36,-,94683.73,490674.24,1172.84,0.541,,129.64,80.73,76.75,,48.736,,,,,,
08-Jun-20 13:00,16,LCA-3085,PAD-G2,5447.3,36.47,1371.37,32.10,-,94492.49,494611.42,1188.58,0.542,,126.74,79.50,68.27,,46.200,,,,,,
08-Jun-20 14:00,16,LCA-3085,PAD-G2,5446.3,41.51,1367.43,33.01,-,94441.52,498546.49,1163.65,0.543,,128.91,81.16,68.27,,45.687,,,,,,
08-Jun-20 15:00,16,LCA-3085,PAD-G2,5440.8,28.87,1366.84,32.29,-,93649.37,502448.54,1176.35,0.543,,126.82,79.61,71.02,,47.149,,,,,,
08-Jun-20 16:00,16,LCA-3085,PAD-G2,5441.6,29.72,1366.43,30.88,-,93202.95,506332.00,1131.38,0.543,,132.00,82.38,71.08,,46.318,,,,,,
08-Jun-20 17:00,16,LCA-3085,PAD-G2,5439.2,29.65,1366.43,30.50,-,93464.79,510226.37,1158.89,0.543,,129.43,80.65,70.76,,46.734,,,,,,
08-Jun-20 18:00,16,LCA-3085,PAD-G2,5433.7,36.71,1366.56,31.14,-,92546.69,514082.48,1148.08,0.543,,129.02,80.61,67.43,,45.549,,,,,,
08-Jun-20 19:00,16,LCA-3085,PAD-G2,5434.3,37.21,1367.89,30.03,-,94080.54,518002.50,1119.47,0.544,,135.14,84.04,66.42,,44.145,,,,,,
08-Jun-20 20:00,16,LCA-3085,PAD-G2,5435.5,37.88,1373.88,30.88,-,94118.31,521924.10,1144.16,0.543,,131.81,82.26,67.58,,45.101,,,,,,
08-Jun-20 21:00,16,LCA-3085,PAD-G2,5432.5,37.34,1376.22,30.57,-,94358.71,525855.71,1187.05,0.543,,127.53,79.49,72.02,,47.535,,,,,,
08-Jun-20 22:00,16,LCA-3085,PAD-G2,5433.8,40.27,1377.39,30.91,-,94609.36,529797.77,1154.62,0.543,,131.28,81.94,68.12,,45.395,,,,,,
08-Jun-20 23:00,16,LCA-3085,PAD-G2,5431.3,38.92,1378.16,32.20,-,94763.65,533746.25,1160.32,0.543,,130.15,81.67,69.20,,45.867,,,,,,
09-Jun-20 0:00,16,LCA-3085,PAD-G2,5432.3,38.95,1378.43,31.87,-,94667.32,537690.72,1188.84,0.543,,127.07,79.63,71.57,,47.335,,,,,,
09-Jun-20 1:00,16,LCA-3085,PAD-G2,5428.9,35.93,1378.71,32.90,-,94778.18,541639.81,1140.53,0.543,,132.05,83.10,67.52,,44.828,,,,,,
09-Jun-20 2:00,16,LCA-3085,PAD-G2,5427.7,39.16,1378.42,31.73,-,95256.25,545608.82,1234.05,0.543,,123.25,77.19,70.75,,47.823,,,,,,
09-Jun-20 3:00,16,LCA-3085,PAD-G2,5423.6,38.12,1378.75,31.86,-,95270.91,549578.45,1172.42,0.543,,129.68,81.26,66.72,,45.087,,,,,,
09-Jun-20 4:00,16,LCA-3085,PAD-G2,5428.7,37.78,1378.53,31.31,-,95360.13,553551.78,1248.50,0.545,,122.17,76.38,73.01,,48.872,,,,,,
09-Jun-20 5:00,16,LCA-3085,PAD-G2,5426.2,33.55,1377.81,31.13,-,95304.45,557522.80,1273.44,0.545,,119.79,74.84,69.45,,48.132,,,,,,
09-Jun-20 6:00,16,LCA-3085,PAD-G2,5421.8,34.82,1376.66,30.13,-,93934.17,561436.73,1165.29,0.551,,129.57,80.61,74.71,,48.101,,,,,,
09-Jun-20 7:00,16,LCA-3085,PAD-G2,5419.4,35.99,1378.23,30.12,-,95884.17,565431.90,1314.02,0.543,,117.29,72.97,79.83,,52.245,,,,,,
09-Jun-20 8:00,16,LCA-3085,PAD-G2,5419.5,37.79,1378.00,30.74,-,95405.91,569407.15,1216.45,0.544,,125.74,78.43,72.79,,48.135,,,,,,
09-Jun-20 9:00,16,LCA-3085,PAD-G2,5420.5,34.29,1377.55,30.41,-,95363.01,573380.61,1261.75,0.543,,121.34,75.58,71.34,,48.557,,,,,,
09-Jun-20 10:00,16,LCA-3085,PAD-G2,5426.2,38.77,1377.62,31.46,-,95527.57,577360.92,1248.07,0.543,,122.35,76.54,67.38,,46.818,,,,,,
09-Jun-20 11:00,16,LCA-3085,PAD-G2,5425.3,35.27,1377.78,32.26,-,95177.58,581326.65,1204.63,0.543,,125.88,79.01,69.57,,46.823,,,,,,
09-Jun-20 12:00,16,LCA-3085,PAD-G2,5429.0,34.19,1377.39,31.14,-,94481.69,585263.39,1077.33,0.543,,140.37,87.70,69.04,,44.047,,,,,,
09-Jun-20 13:00,16,LCA-3085,PAD-G2,5430.9,37.41,1377.25,30.85,-,95356.91,589236.60,1008.21,0.543,,151.57,94.58,69.56,,42.378,,,,,,
09-Jun-20 14:00,16,LCA-3085,PAD-G2,5428.7,36.30,1370.66,33.05,-,96064.92,593239.30,1184.52,0.543,,128.79,81.10,68.84,,45.912,,,,,,
09-Jun-20 15:00,16,LCA-3085,PAD-G2,5430.8,39.96,1362.93,33.46,-,95738.00,597228.38,1082.40,0.544,,140.22,88.45,68.72,,43.723,,,,,,
09-Jun-20 16:00,16,LCA-3085,PAD-G2,5427.6,36.88,1358.93,33.97,-,95655.29,601214.02,1111.37,0.544,,136.17,86.07,68.60,,44.352,,,,,,
09-Jun-20 17:00,16,LCA-3085,PAD-G2,5423.2,28.59,1360.86,32.58,-,94804.73,605164.22,1094.87,0.543,,137.77,86.59,68.48,,44.161,,,,,,
09-Jun-20 18:00,16,LCA-3085,PAD-G2,5451.1,30.78,1364.88,29.64,-,95941.26,609161.77,1147.49,0.543,,134.66,83.61,73.45,,46.766,,,,,,
09-Jun-20 19:00,16,LCA-3085,PAD-G2,5430.4,31.67,1369.75,30.41,-,95611.53,613145.58,1053.57,0.544,,145.70,90.75,66.69,,42.359,,,,,,
09-Jun-20 20:00,16,LCA-3085,PAD-G2,5420.2,30.31,1372.70,29.04,-,95971.50,617144.40,1095.69,0.543,,141.43,87.59,67.42,,43.494,,,,,,
09-Jun-20 21:00,16,LCA-3085,PAD-G2,5419.1,27.75,1374.14,28.24,-,95764.11,621134.57,1003.50,0.542,,154.60,95.43,75.04,,44.019,,,,,,
09-Jun-20 22:00,16,LCA-3085,PAD-G2,5415.5,26.23,1373.39,26.68,-,96230.43,625144.17,1094.02,0.543,,143.44,87.96,71.75,,44.925,,,,,,
09-Jun-20 23:00,16,LCA-3085,PAD-G2,5415.4,25.38,1373.67,26.23,-,95588.64,629127.03,1062.33,0.542,,147.01,89.98,72.88,,44.750,,,,,,
10-Jun-20 0:00,16,LCA-3085,PAD-G2,5415.4,24.95,1373.54,25.97,-,95518.82,633106.98,1049.54,0.543,,148.86,91.01,66.34,,42.161,,,,,,
10-Jun-20 1:00,16,LCA-3085,PAD-G2,5412.0,27.08,1375.26,25.16,-,94706.63,637053.09,954.03,0.542,,162.93,99.27,73.41,,42.512,,,,,,
10-Jun-20 2:00,16,LCA-3085,PAD-G2,5411.3,25.61,1376.39,26.10,-,95444.34,641029.94,1173.98,0.543,,132.91,81.30,72.46,,47.125,,,,,,
10-Jun-20 3:00,16,LCA-3085,PAD-G2,5413.5,26.30,1378.56,26.27,-,95133.26,644993.82,1066.52,0.542,,145.72,89.20,66.14,,42.578,,,,,,
10-Jun-20 4:00,16,LCA-3085,PAD-G2,5413.3,28.51,1383.22,26.54,-,95391.10,648968.45,1004.96,0.541,,154.88,94.92,64.48,,40.452,,,,,,
10-Jun-20 5:00,16,LCA-3085,PAD-G2,5413.8,28.55,1381.39,26.79,-,95539.23,652949.25,1004.20,0.543,,155.08,95.14,70.22,,42.465,,,,,,
10-Jun-20 6:00,16,LCA-3085,PAD-G2,5415.4,26.78,1360.73,25.96,-,96023.27,656950.22,1009.81,0.543,,155.54,95.09,74.00,,43.764,,,,,,
10-Jun-20 7:00,16,LCA-3085,PAD-G2,5414.3,24.97,1359.89,25.95,-,96001.28,660950.28,939.26,0.543,,167.19,102.21,68.32,,40.063,,,,,,
10-Jun-20 8:00,16,LCA-3085,PAD-G2,5416.6,26.56,1361.47,25.90,-,96391.41,664966.59,1069.35,0.543,,147.48,90.14,70.42,,43.859,,,,,,
10-Jun-20 9:00,16,LCA-3085,PAD-G2,5412.7,29.08,1362.65,26.79,-,95910.47,668962.85,1177.83,0.544,,132.73,81.43,67.80,,45.433,,,,,,
10-Jun-20 10:00,16,LCA-3085,PAD-G2,5411.1,28.14,1363.69,27.59,-,96552.59,672985.88,1013.99,0.544,,154.69,95.22,64.39,,40.342,,,,,,
10-Jun-20 11:00,16,LCA-3085,PAD-G2,5415.4,33.06,1361.71,28.83,-,96444.94,677004.42,1018.43,0.545,,153.04,94.70,64.74,,40.605,,,,,,
10-Jun-20 12:00,16,LCA-3085,PAD-G2,5411.7,31.48,1364.86,29.91,-,96207.92,681013.08,1017.21,0.543,,152.16,94.58,66.79,,41.389,,,,,,
10-Jun-20 13:00,16,LCA-3085,PAD-G2,5422.4,33.60,1364.23,28.76,-,96151.87,685019.41,992.69,0.543,,156.23,96.86,66.29,,40.631,,,,,,
10-Jun-20 14:00,16,LCA-3085,PAD-G2,5404.7,36.14,1358.32,30.64,-,97058.79,689063.53,1057.17,0.544,,148.08,91.81,65.83,,41.760,,,,,,
10-Jun-20 15:00,16,LCA-3085,PAD-G2,5413.6,40.06,1358.36,32.09,-,96187.70,693071.35,1016.14,0.545,,152.68,94.66,65.78,,41.000,,,,,,
10-Jun-20 16:00,16,LCA-3085,PAD-G2,5411.1,36.02,1358.69,34.66,-,96514.09,697092.77,1061.41,0.544,,146.66,90.93,66.43,,42.215,,,,,,
10-Jun-20 17:00,16,LCA-3085,PAD-G2,5412.7,37.85,1359.46,32.65,-,96673.47,701120.83,999.00,0.544,,156.08,96.77,66.63,,40.777,,,,,,
10-Jun-20 18:00,16,LCA-3085,PAD-G2,5421.2,40.87,1361.65,33.36,-,96030.72,705122.11,980.91,0.544,,157.90,97.90,66.83,,40.569,,,,,,
10-Jun-20 19:00,16,LCA-3085,PAD-G2,5408.1,43.30,1363.74,34.89,-,96715.13,709151.91,1078.81,0.544,,144.60,89.65,63.67,,41.528,,,,,,
10-Jun-20 20:00,16,LCA-3085,PAD-G2,5411.5,39.32,1366.33,34.85,-,96630.47,713178.18,1183.18,0.544,,131.73,81.67,65.63,,44.555,,,,,,
10-Jun-20 21:00,16,LCA-3085,PAD-G2,5409.3,40.64,1372.32,34.45,-,96727.28,717208.48,1218.38,0.542,,128.05,79.39,65.61,,45.248,,,,,,
10-Jun-20 22:00,16,LCA-3085,PAD-G2,5403.5,35.60,1372.64,32.75,-,96592.50,721233.17,1061.92,0.543,,146.71,90.96,65.30,,41.789,,,,,,
10-Jun-20 23:00,16,LCA-3085,PAD-G2,5403.5,32.40,1372.57,30.79,-,97118.40,725279.77,980.60,0.542,,159.74,99.04,64.57,,39.466,,,,,,
11-Jun-20 0:00,16,LCA-3085,PAD-G2,5407.6,34.15,1372.32,30.14,-,96617.11,729305.48,1025.01,0.544,,154.52,94.26,67.30,,41.656,,,,,,
11-Jun-20 1:00,16,LCA-3085,PAD-G2,5407.5,33.80,1372.10,29.98,-,97401.38,733363.87,1150.50,0.544,,138.79,84.66,67.18,,44.244,,,,,,
11-Jun-20 2:00,16,LCA-3085,PAD-G2,5404.1,28.73,1371.86,28.54,-,95851.25,737357.67,1042.43,0.543,,150.74,91.95,67.19,,42.221,,,,,,
11-Jun-20 3:00,16,LCA-3085,PAD-G2,5390.8,31.89,1367.35,27.81,-,96844.72,741392.87,1195.91,0.544,,132.75,80.98,67.47,,45.450,,,,,,
11-Jun-20 4:00,16,LCA-3085,PAD-G2,5406.3,35.55,1366.69,28.29,-,96559.83,745416.19,1022.55,0.544,,154.80,94.43,67.23,,41.587,,,,,,
11-Jun-20 5:00,16,LCA-3085,PAD-G2,5401.9,34.35,1367.01,29.62,-,95830.43,749409.13,975.77,0.544,,161.00,98.21,66.86,,40.504,,,,,,
11-Jun-20 6:00,16,LCA-3085,PAD-G2,5405.3,29.23,1367.06,28.44,-,94817.54,753359.86,1108.07,0.543,,140.28,85.57,65.15,,43.226,,,,,,
11-Jun-20 7:00,16,LCA-3085,PAD-G2,5399.2,32.69,1368.95,28.50,-,96367.76,757375.18,1061.90,0.543,,148.77,90.75,64.88,,41.689,,,,,,
11-Jun-20 8:00,16,LCA-3085,PAD-G2,5399.4,32.61,1373.20,29.41,-,96524.10,761397.02,864.76,0.543,,182.98,111.62,64.65,,36.677,,,,,,
11-Jun-20 9:00,16,LCA-3085,PAD-G2,5400.7,32.75,1372.37,29.32,-,96752.86,765428.39,999.10,0.543,,158.75,96.84,64.74,,40.067,,,,,,
11-Jun-20 10:00,16,LCA-3085,PAD-G2,5400.1,32.84,1372.26,29.17,-,96420.48,769445.91,1060.73,0.542,,149.02,90.90,64.25,,41.412,,,,,,
11-Jun-20 11:00,16,LCA-3085,PAD-G2,5406.3,38.43,1371.96,29.72,-,96703.29,773475.21,1004.40,0.542,,157.84,96.28,67.95,,41.375,,,,,,
11-Jun-20 12:00,16,LCA-3085,PAD-G2,5410.3,35.06,1370.81,32.54,-,96625.47,777501.28,1145.94,0.542,,136.00,84.32,68.27,,44.741,,,,,,
11-Jun-20 13:00,16,LCA-3085,PAD-G2,5406.5,35.02,1369.35,31.29,-,96463.05,781520.57,1079.49,0.542,,144.13,89.36,60.11,,40.215,,,,,,
11-Jun-20 14:00,16,LCA-3085,PAD-G2,5406.6,33.00,1368.39,30.43,-,95962.10,785518.99,1027.21,0.542,,153.15,93.42,70.40,,42.974,,,,,,
11-Jun-20 15:00,16,LCA-3084,PAD-G2,2239.4,19.77,1361.63,29.74,-,0.00,785518.99,0.00,0.543,,171.15,104.40,64.55,,38.207,,,,,,
11-Jun-20 16:00,16,LCA-3084,PAD-G2,3561.5,26.10,1365.82,25.59,-,35941.74,787016.56,719.41,0.773,,83.27,49.96,124.32,,71.333,,,,,,
11-Jun-20 17:00,16,LCA-3084,PAD-G2,4878.5,29.93,1370.09,22.34,-,29935.54,788263.88,1613.78,0.773,,30.92,18.55,147.60,,88.835,,,,,,
11-Jun-20 18:00,16,LCA-3084,PAD-G2,4552.5,25.15,1369.47,22.07,-,32841.73,789632.28,940.48,0.773,,58.20,34.92,123.61,,77.973,,,,,,
11-Jun-20 19:00,16,LCA-3084,PAD-G2,4969.4,28.36,1370.01,21.79,-,47155.11,791597.08,824.68,0.728,,95.30,57.18,131.91,,69.760,,,,,,
11-Jun-20 20:00,16,LCA-3084,PAD-G2,5025.2,36.84,1370.79,22.83,-,51467.62,793741.56,1024.23,0.558,,83.75,50.25,174.77,,77.669,,,,,,
11-Jun-20 21:00,16,LCA-3084,PAD-G2,5014.8,35.36,1371.41,25.87,-,52827.78,795942.72,1030.18,0.558,,84.07,51.28,176.32,,77.469,,,,,,
11-Jun-20 22:00,16,LCA-3084,PAD-G2,5029.8,32.45,1374.43,26.71,-,52834.05,798144.14,1016.04,0.557,,85.25,52.00,173.65,,76.955,,,,,,
11-Jun-20 23:00,16,LCA-3084,PAD-G2,5049.4,31.04,1381.55,24.13,-,53523.82,800374.30,1032.08,0.557,,85.02,51.86,172.20,,76.854,,,,,,
12-Jun-20 0:00,16,LCA-3084,PAD-G2,5067.5,32.64,1379.45,25.22,-,54591.28,802648.93,1050.44,0.558,,85.20,51.97,168.97,,76.478,,,,,,
12-Jun-20 1:00,16,LCA-3084,PAD-G2,5069.7,37.24,1379.10,25.47,-,55745.03,804971.64,1037.70,0.559,,88.07,53.72,162.24,,75.125,,,,,,
12-Jun-20 2:00,16,LCA-3084,PAD-G2,5077.5,38.90,1380.02,25.29,-,56057.54,807307.37,1073.49,0.558,,85.61,52.22,166.25,,76.097,,,,,,
12-Jun-20 3:00,16,LCA-3084,PAD-G2,5078.8,36.16,1380.13,24.22,-,56356.59,809655.57,1038.26,0.559,,88.98,54.28,164.02,,75.135,,,,,,
12-Jun-20 4:00,16,LCA-3084,PAD-G2,5082.3,39.98,1380.25,24.76,-,56630.65,812015.18,1089.05,0.558,,85.25,52.00,166.48,,76.199,,,,,,
12-Jun-20 5:00,16,LCA-3084,PAD-G2,5088.6,33.49,1380.20,24.56,-,56133.68,814354.08,1075.98,0.559,,85.52,52.17,164.82,,75.957,,,,,,
12-Jun-20 6:00,16,LCA-3084,PAD-G2,5085.5,37.12,1380.09,25.21,-,56632.66,816713.77,1005.55,0.560,,92.33,56.32,163.36,,74.363,,,,,,
12-Jun-20 7:00,16,LCA-3084,PAD-G2,5094.8,37.87,1379.68,28.88,-,60392.18,819230.11,1191.87,0.559,,81.73,50.67,164.04,,76.401,,,,,,
12-Jun-20 8:00,16,LCA-3084,PAD-G2,5098.1,33.46,1379.48,28.11,-,54438.01,821498.37,936.49,0.559,,93.76,58.13,154.82,,72.703,,,,,,
12-Jun-20 9:00,16,LCA-3084,PAD-G2,5103.7,39.79,1377.57,25.37,-,55966.09,823830.29,1116.42,0.558,,80.85,50.13,152.74,,75.290,,,,,,
12-Jun-20 10:00,16,LCA-3084,PAD-G2,5105.7,37.90,1383.52,23.85,-,58247.60,826257.27,1156.85,0.556,,81.21,50.35,158.81,,75.928,,,,,,
12-Jun-20 11:00,16,LCA-3084,PAD-G2,5113.0,24.24,1386.52,24.27,-,62905.64,828878.34,1210.66,0.652,,83.81,51.96,151.76,,74.494,,,,,,
12-Jun-20 12:00,16,LCA-3084,PAD-G2,5128.1,24.74,1387.67,20.50,-,61562.30,831443.43,1193.53,0.562,,85.97,51.58,145.40,,73.815,,,,,,
12-Jun-20 13:00,16,LCA-3084,PAD-G2,5130.5,28.58,1376.90,25.69,-,62848.49,834062.12,1155.73,0.559,,89.15,54.38,147.62,,73.079,,,,,,
12-Jun-20 14:00,16,LCA-3084,PAD-G2,5133.1,27.19,1377.08,27.33,-,62707.80,836674.95,1277.67,0.559,,80.46,49.08,151.74,,75.560,,,,,,
12-Jun-20 15:00,16,LCA-3084,PAD-G2,5136.1,28.85,1376.78,27.63,-,61689.35,839245.33,1217.71,0.559,,83.05,50.66,153.93,,75.238,,,,,,
12-Jun-20 16:00,16,LCA-3084,PAD-G2,5135.9,27.20,1375.79,27.28,-,63265.35,841881.39,1172.45,0.559,,88.46,53.96,148.22,,73.311,,,,,,
12-Jun-20 17:00,16,LCA-3084,PAD-G2,5148.7,24.00,1375.54,26.21,-,62758.76,844496.34,1262.24,0.560,,81.51,49.72,148.03,,74.857,,,,,,
12-Jun-20 18:00,16,LCA-3084,PAD-G2,5145.8,24.70,1375.92,25.90,-,63307.65,847134.16,1038.17,0.560,,99.97,60.98,147.08,,70.691,,,,,,
12-Jun-20 19:00,16,LCA-3084,PAD-G2,5148.9,27.95,1378.29,25.50,-,63945.02,849798.53,1132.17,0.560,,92.59,56.48,147.16,,72.265,,,,,,
12-Jun-20 20:00,16,LCA-3084,PAD-G2,5148.1,27.64,1376.26,26.77,-,63897.62,852460.93,1068.88,0.559,,98.00,59.78,145.64,,70.899,,,,,,
12-Jun-20 21:00,16,LCA-3084,PAD-G2,5160.3,30.20,1377.15,26.04,-,64618.06,855153.35,1172.10,0.560,,90.38,55.13,145.20,,72.480,,,,,,
12-Jun-20 22:00,16,LCA-3084,PAD-G2,5169.5,35.43,1377.97,27.82,-,64588.35,857844.54,1148.03,0.559,,90.74,56.26,143.37,,71.818,,,,,,
12-Jun-20 23:00,16,LCA-3084,PAD-G2,4986.1,37.93,1320.10,25.79,-,35198.08,859311.12,1820.90,0.557,,32.22,19.33,76.92,,79.917,,,,,,
13-Jun-20 0:00,16,LCA-3084,PAD-G2,5157.5,33.49,1379.86,28.38,-,69508.17,862207.30,1206.11,0.558,,94.48,57.63,148.67,,72.065,,,,,,
13-Jun-20 1:00,16,LCA-3084,PAD-G2,5180.6,39.08,1380.13,27.98,-,70732.87,865154.50,1152.75,0.477,,98.97,61.36,138.59,,69.312,,,,,,
13-Jun-20 2:00,16,LCA-3084,PAD-G2,5205.6,35.01,1382.62,28.51,-,70357.04,868086.04,1249.90,0.558,,90.79,56.29,140.16,,71.346,,,,,,
13-Jun-20 3:00,16,LCA-3084,PAD-G2,5200.3,37.63,1384.87,29.10,-,74097.11,871173.42,1232.90,0.559,,96.94,60.10,142.05,,70.270,,,,,,
13-Jun-20 4:00,16,LCA-3084,PAD-G2,5197.8,43.87,1385.77,29.20,-,75767.17,874330.39,1292.73,0.558,,94.53,58.61,139.30,,70.386,,,,,,
13-Jun-20 5:00,16,LCA-3084,PAD-G2,5203.8,45.61,1385.50,31.61,-,76451.09,877515.85,1307.08,0.559,,94.34,58.49,140.00,,70.533,,,,,,
13-Jun-20 6:00,16,LCA-3084,PAD-G2,5199.8,45.84,1384.67,31.86,-,76331.36,880696.32,1301.92,0.559,,94.56,58.63,137.76,,70.146,,,,,,
13-Jun-20 7:00,16,LCA-3084,PAD-G2,5209.4,43.38,1384.72,32.17,-,74335.03,883793.62,1267.43,0.559,,94.60,58.65,136.62,,69.965,,,,,,
13-Jun-20 8:00,16,LCA-3084,PAD-G2,5215.5,43.67,1384.17,30.37,-,77983.12,887042.91,1327.15,0.559,,94.77,58.76,136.71,,69.939,,,,,,
13-Jun-20 9:00,16,LCA-3084,PAD-G2,5215.7,47.66,1384.98,29.93,-,78917.31,890331.13,1338.94,0.559,,95.06,58.94,135.32,,69.659,,,,,,
13-Jun-20 10:00,16,LCA-3084,PAD-G2,5225.8,49.29,1385.22,31.09,-,10948.97,890787.34,187.35,0.559,,94.26,58.44,135.96,,69.938,,,,,,
13-Jun-20 11:00,16,LCA-3084,PAD-G2,5016.9,39.43,1315.88,25.58,-,79998.78,894120.62,6644.42,0.556,,20.41,12.04,113.68,,90.423,,,,,,
13-Jun-20 12:00,20,LCA-3083,PAD-G2,4920.6,49.25,1378.61,26.16,-,97535.30,898184.59,2191.80,0.558,,72.95,44.50,129.39,,74.409,,,,,,
13-Jun-20 13:00,20,LCA-3083,PAD-G2,5012.1,53.00,1381.29,31.23,-,93505.28,902080.65,1748.42,0.645,,84.89,53.48,132.24,,71.204,,,,,,
13-Jun-20 14:00,20,LCA-3083,PAD-G2,5011.4,50.20,1384.05,34.71,-,127047.54,907374.29,2243.70,0.640,,88.48,56.62,145.48,,71.983,,,,,,
13-Jun-20 15:00,20,LCA-3083,PAD-G2,5036.0,51.47,1384.88,33.19,-,12251.05,907884.75,228.63,0.616,,83.73,53.58,148.04,,73.424,,,,,,
13-Jun-20 16:00,20,LCA-3083,PAD-G2,5043.3,54.01,1384.09,34.81,-,131984.54,913384.11,2429.04,0.602,,84.90,54.34,148.85,,73.258,,,,,,
13-Jun-20 17:00,20,LCA-3083,PAD-G2,5041.9,55.75,1384.11,35.32,-,131199.87,918850.77,2282.85,0.670,,89.80,57.47,147.57,,71.971,,,,,,
13-Jun-20 18:00,20,LCA-3083,PAD-G2,5046.6,56.32,1383.15,35.91,-,132295.53,924363.09,2147.38,0.670,,96.26,61.61,145.79,,70.295,,,,,,
13-Jun-20 19:00,20,LCA-3083,PAD-G2,4999.9,55.50,1378.88,36.22,-,120023.35,929364.06,1720.47,0.604,,109.00,69.76,144.11,,67.381,,,,,,
13-Jun-20 20:00,20,LCA-3083,PAD-G2,5046.8,54.04,1377.30,34.88,-,121614.83,934431.34,1841.64,0.558,,103.18,66.04,142.58,,68.346,,,,,,
13-Jun-20 21:00,20,LCA-3083,PAD-G2,5018.4,50.99,1381.95,34.49,-,124756.78,939629.54,1576.23,0.571,,123.67,79.15,141.71,,64.163,,,,,,
13-Jun-20 22:00,20,LCA-3083,PAD-G2,5044.6,50.81,1383.75,32.51,-,124557.61,944819.44,1570.24,0.554,,123.94,79.32,142.62,,64.259,,,,,,
13-Jun-20 23:00,20,LCA-3083,PAD-G2,5034.3,49.57,1385.84,32.34,-,131098.70,950281.89,1524.89,0.551,,134.33,85.97,143.42,,62.522,,,,,,
14-Jun-20 0:00,20,LCA-3083,PAD-G2,5046.8,55.78,1385.15,33.98,-,125022.20,955491.15,1434.79,0.538,,136.15,87.14,142.84,,62.111,,,,,,
14-Jun-20 1:00,20,LCA-3083,PAD-G2,5051.3,53.17,1382.26,35.34,-,135418.71,961133.59,1581.55,0.589,,133.79,85.62,141.40,,62.284,,,,,,
14-Jun-20 2:00,20,LCA-3083,PAD-G2,5046.8,55.52,1382.77,36.58,-,125115.98,966346.76,1451.73,0.588,,134.66,86.18,142.44,,62.303,,,,,,
14-Jun-20 3:00,20,LCA-3083,PAD-G2,4998.6,52.99,1383.17,36.71,-,136283.75,972025.25,1636.14,0.584,,130.15,83.30,143.01,,63.193,,,,,,
14-Jun-20 4:00,20,LCA-3083,PAD-G2,5030.9,54.17,1383.54,37.01,-,134326.17,977622.17,1443.13,0.597,,145.44,93.08,143.64,,60.679,,,,,,
14-Jun-20 5:00,20,LCA-3083,PAD-G2,5039.7,55.10,1387.21,36.27,-,131984.35,983121.52,1612.71,0.585,,127.88,81.84,144.66,,63.868,,,,,,
14-Jun-20 6:00,20,LCA-3083,PAD-G2,5030.2,52.97,1389.23,35.46,-,136127.95,988793.52,1604.83,0.563,,132.54,84.82,145.21,,63.125,,,,,,
14-Jun-20 7:00,20,LCA-3083,PAD-G2,5033.6,53.60,1386.56,33.54,-,132630.39,994319.78,1431.06,0.531,,144.81,92.68,145.30,,61.056,,,,,,
14-Jun-20 8:00,20,LCA-3083,PAD-G2,5034.2,54.17,1383.71,34.11,-,132984.24,999860.79,1295.51,0.579,,160.39,102.65,144.82,,58.520,,,,,,
14-Jun-20 9:00,20,LCA-3083,PAD-G2,5027.3,55.16,1384.27,36.17,-,131895.43,1005356.44,1247.24,0.566,,165.23,105.75,145.74,,57.951,,,,,,
14-Jun-20 10:00,20,LCA-3083,PAD-G2,5038.6,54.70,1384.28,37.58,-,129529.22,1010753.49,1252.58,0.626,,161.58,103.41,146.24,,58.578,,,,,,
14-Jun-20 11:00,20,LCA-3083,PAD-G2,5034.2,57.59,1385.77,36.67,-,131977.58,1016252.55,1227.93,0.572,,167.94,107.48,146.08,,57.612,,,,,,
